Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,Italy,Sardinia,IT-SAR,510.89,597.47,30.84,30.81,entsoe.eu; Electricity Maps Estimation
