Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2022-01-01 00:00:00,USA,Western Area Power Administration - Rocky Mountain Region,US-NW-WACM,745.25,768.86,29.63,29.41,eia.gov; Electricity Maps Estimation
