Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2021-01-01 00:00:00,Singapore,Singapore,SG,371.79,491.32,2.77,2.77,Electricity Maps Estimation;  ema.gov.sg; emcsg.com
