Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2022-01-01 00:00:00,USA,Los Angeles Department Of Water And Power,US-CAL-LDWP,306.95,366.99,49.47,43.33,eia.gov; Electricity Maps Estimation
