Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2022-01-01 00:00:00,USA,Southwest Power Pool,US-CENT-SWPP,437.58,478.75,45.29,40.18,eia.gov; Electricity Maps Estimation; spp.org
